徐汇苑,(徐汇龙华)天钥桥路968弄,90816,上海航新房地产有限公司,2000年建成 ,塔楼/板楼,4.2至8元/平米/月,上海航新物业管理有限公司,12栋,1348户,https://sh.lianjia.com/xiaoqu/5011000016420/
殷行路571弄,(杨浦中原)殷行路571弄,47352,上海中房置业股份有限公司,1986年建成 ,板楼,0.5元/平米/月,自主物业,37栋,1073户,https://sh.lianjia.com/xiaoqu/5011000008265/
莲溪二村,"(浦东北蔡)北中路383弄1-19号, 莲园路560弄",47373,荣发置业有限公司,1994年建成 ,板楼,0.5至1.5元/平米/月,上海华辰物业管理有限公司,35栋,564户,https://sh.lianjia.com/xiaoqu/5011000014479/
北艾路1608号,(浦东北蔡)北艾路1608号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970584453771/
成山路1462号,(浦东北蔡)成山路1462号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970660737966/
芳华路494-498号,(浦东北蔡)芳华路494-498号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970599658137/
德圣苑,(浦东北蔡)陈春东路88弄,59766,界龙房地产开发公司,2012年建成 ,板楼,0.8元/平米/月,上海汇虹物业管理有限公司,9栋,441户,https://sh.lianjia.com/xiaoqu/5011000004913/
莲怡苑,"(浦东北蔡)莲安东路367弄,莲溪路477弄",59929,上海北蔡房地产发展有限公司,2001年建成 ,板楼,0.8元/平米/月,上海三凌物业管理公司,53栋,600户,https://sh.lianjia.com/xiaoqu/5011000011780/
爱建园,(徐汇田林)田林东路100弄,79796,上海爱建股份有限公司,2002年建成 ,板楼,2.2至3元/平米/月,上海爱建物业管理有限公司,57栋,1794户,https://sh.lianjia.com/xiaoqu/5011000018120/
北蔡大街93号,(浦东北蔡)北蔡大街93号,,暂无信息,暂无信息 ,板楼,暂无信息,暂无信息,1栋,16户,https://sh.lianjia.com/xiaoqu/5016389495337701/
银春小区,(闵行颛桥)灯辉路467号,35507,绿城集团,2004年建成 ,板楼,0.65元/平米/月,上海通翼物业有限公司,103栋,1244户,https://sh.lianjia.com/xiaoqu/5011000012728/
大华锦绣华城(四街区),(浦东北蔡)北艾路1765弄1-127号,73339,大华集团上海华宜置业有限公司,2010年建成 ,板楼,0.47至0.99元/平米/月,浦华物业,116栋,2450户,https://sh.lianjia.com/xiaoqu/5011000014231/
北艾路1797号,(浦东北蔡)北艾路1797号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970584453781/
新高苑(三期),(浦东高行)高宝路68弄,48210,上海外高桥新市镇开发管理有限公司,2003年建成 ,板楼,0.68至1.2元/平米/月,上海先行信汇物业管理有限公司,103栋,1860户,https://sh.lianjia.com/xiaoqu/5020036448496365/
惠德新邨,(浦东北蔡)芳华路573弄,51782,锦和集团,1996年建成 ,板楼,0.45元/平米/月,惠德物业,35栋,692户,https://sh.lianjia.com/xiaoqu/5011000013958/
大华锦绣华城(十一街区),"(浦东北蔡)北艾路1077弄2-73号, 北艾路1077弄1-75号",81902,上海锦绣华城房地产开发有限公司,2007年建成 ,板楼,1.85元/平米/月,上海浦华物业管理有限公司,63栋,1191户,https://sh.lianjia.com/xiaoqu/5011000003007/
虞泽苑,"(浦东北蔡)鹏飞路101弄,鹏飞路51弄",59136,上海鹏丰置业有限公司,2012年建成 ,板楼,1.12元/平米/月,上海莲溪物业管理有限公司,16栋,738户,https://sh.lianjia.com/xiaoqu/5011000003252/
芳雅苑,"(浦东北蔡)芳华路630弄,芳华路660弄",52458,上海建工房产有限公司,1994年建成 ,板楼,0.75元/平米/月,上海航帆物业管理有限公司,56栋,984户,https://sh.lianjia.com/xiaoqu/5011000010050/
阳光城魔都,(浦东唐镇)高科东路777弄,52707,上海宇特顺房地产开发有限公司,2016年建成 ,塔楼/板楼,6.5元/平米/月,阳光城物业,8栋,1916户,https://sh.lianjia.com/xiaoqu/5012587728121940/
由由民丰苑,(浦东北蔡)严桥路19弄,62074,上海由由房地产开发有限公司,2002年建成 ,板楼,0.8元/平米/月,上海由由(集团)股份有限公司,8栋,158户,https://sh.lianjia.com/xiaoqu/5011000010248/
加东花园,(浦东北蔡)莲安西路125弄81-140号,49331,上海锦绣华城房地产开发有限公司,1997年建成 ,板楼,1.25元/平米/月,大华集团上海浦华物业管理有限公司,66栋,706户,https://sh.lianjia.com/xiaoqu/5011000011218/
万邦都市花园,(浦东北蔡)龙阳路1880弄,77669,上海万邦企业集团有限公司,2000年建成 ,板楼,1.55至2.5元/平米/月,上海万科物业管理有限公司,88栋,2813户,https://sh.lianjia.com/xiaoqu/5011000018309/
绿川新苑,"(浦东北蔡)绿林路50弄,绿林路51弄,绿林路52弄,绿林路320弄",47998,绿城集团,1991年建成 ,板楼,0.55至1.1元/平米/月,上海芸绮物业管理有限公司,263栋,2937户,https://sh.lianjia.com/xiaoqu/5011000014388/
聚龙家园,(浦东北蔡)芳华路916弄,56509,上海建工集团,2002年建成 ,板楼,0.6元/平米/月,聚龙物业,90栋,1038户,https://sh.lianjia.com/xiaoqu/5011000010806/
水岸蓝桥(公寓),(宝山大华)真华路999弄,62477,大华（集团）有限公司,2005年建成 ,板楼,1.66元/平米/月,大华物业,59栋,1698户,https://sh.lianjia.com/xiaoqu/5011000010583/
培花七村,"(浦东北蔡)芳芯路210弄,芳芯路312弄",53431,上海众开房地产有限公司,1994年建成 ,板楼,0.45至0.75元/平米/月,扬帆物业服务有限责任公司,84栋,1308户,https://sh.lianjia.com/xiaoqu/5011000014306/
高科西路2990号,(浦东北蔡)高科西路2990号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020026417958862/
绿苑别墅,(浦东北蔡)博华路971弄,87771,绿城集团,2000年建成 ,板楼,2元/平米/月,上海绿地资产管理有限公司,47栋,47户,https://sh.lianjia.com/xiaoqu/5011000016061/
浦江东旭公寓(669弄1-109号),(浦东金桥)东靖路669弄1-109号,50780,上海虹阳置业有限公司,2006年建成 ,板楼,0.9元/平米/月,上海实业,108栋,2584户,https://sh.lianjia.com/xiaoqu/5011000009199/
芳华路263号,(浦东北蔡)芳华路263号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970599658133/
万兆家园(一期),"(闵行七宝)七莘路2465弄10支弄, 七莘路2855弄4-118号",56490,上海万兆房地产发展有限公司,1994年建成 ,板楼,1.3元/平米/月,上海轩宇物业管理有限公司,103栋,1194户,https://sh.lianjia.com/xiaoqu/5011000013955/
"杨莲路201,203号",(浦东北蔡)杨莲路201、203号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020022916214643/
大华锦绣华城(十五街区),(浦东北蔡)成山路1488弄,84096,上海锦绣华城房地产开发有限公司,2013年建成 ,塔楼/板楼,3.9元/平米/月,上海浦华物业管理有限公司,16栋,1272户,https://sh.lianjia.com/xiaoqu/5011000002501/
金顺小区,"(浦东北蔡)下南路971弄1-23号,北艾路901弄1-16号",58735,上海由由物业管理有限公司,1994年建成 ,板楼,0.35至0.8元/平米/月,上海建工物业有限公司,36栋,554户,https://sh.lianjia.com/xiaoqu/5011000014704/
好旺花苑,"(宝山大华)行知路356弄,大华路1500弄,行知路382弄,大华路1380弄",45664,大华集团上海华宜置业有限公司,1996年建成 ,板楼,1.05元/平米/月,鸿誉物业,86栋,1050户,https://sh.lianjia.com/xiaoqu/5011000016480/
锦尊路229号,(浦东北蔡)锦尊路229号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020028473041205/
新陈路428弄,(浦东北蔡)新陈路428弄,42497,暂无信息,1993年建成 ,板楼,0.5元/平米/月,上海建工物业有限公司,12栋,155户,https://sh.lianjia.com/xiaoqu/5011000006062/
莲园路482号,(浦东北蔡)莲园路482号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492703411/
华鹏路36号,(浦东北蔡)华鹏路36号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970569249274/
莲业新村,"(浦东北蔡)莲安西路125弄24-77号, 莲安西路125弄32支弄, 莲安西路125弄32支弄20号",51347,北蔡房产开发商,1994年建成 ,板楼,0.35元/平米/月,福田物业,67栋,922户,https://sh.lianjia.com/xiaoqu/5011000014331/
芳华路229弄,(浦东北蔡)芳华路229弄,50383,上海花木开发有限公司,1998年建成 ,板楼,0.35至0.65元/平米/月,上海花木物业,26栋,294户,https://sh.lianjia.com/xiaoqu/5011000007696/
龙港新村,"(浦东北蔡)高科西路3030弄,高科西路3050弄",49502,上海北蔡房地产发展有限公司,1994年建成 ,板楼,0.6至0.8元/平米/月,建工物业,46栋,552户,https://sh.lianjia.com/xiaoqu/5011000012708/
三宝花苑,(闸北西藏北路)宝山路450弄1-16号,60936,上海三宝花苑房产开发公司,1993年建成 ,板楼,1.82元/平米/月,上海不夜城全兴物业管理有限公司,12栋,465户,https://sh.lianjia.com/xiaoqu/5011000015020/
高东新村,"(浦东高东)光明路41弄, 光明路61弄, 光明路62弄, 光明路81弄, 光明路111弄, 光明路132弄, 光明路141弄, 光明路161弄, 光明路181弄, 光明路182弄, 光明路221弄, 光明路222弄, 光明路42弄, 光明路162弄, 光明路51号",32048,上海建工房产有限公司,1989年建成 ,板楼,0.25至0.5元/平米/月,建工物业,106栋,1929户,https://sh.lianjia.com/xiaoqu/5011000017421/
花苑茶花园,(徐汇康健)浦北路959弄（茶花园69号）,67167,中房房地产,1993年建成 ,板楼,0.55元/平米/月,中房物业,49栋,1176户,https://sh.lianjia.com/xiaoqu/5011000012897/
北中路278弄,"(浦东北蔡)北中路278弄, 北中路230号",46256,上海北蔡房地产发展有限公司,1990年建成 ,板楼,0.45至0.8元/平米/月,上海浦东新区北房物业公司,16栋,198户,https://sh.lianjia.com/xiaoqu/5011000004389/
大华锦绣华城(二街区),"(浦东北蔡)华绣路18弄,北艾路1500弄,北艾路1660弄",64661,上海锦绣华城房地产开发有限公司,2008年建成 ,板楼,1至2.3元/平米/月,上海春川物业服务有限公司,43栋,2166户,https://sh.lianjia.com/xiaoqu/5011000009386/
高科西路1658号,(浦东北蔡)高科西路1658号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492702950/
羽北小区,"(浦东洋泾)巨野路482弄,张杨路1662弄1-7号,张杨路1698弄,张杨路1734弄",76308,上海中星（集团）有限公司,1994年建成 ,板楼,0.8元/平米/月,新城物业,111栋,1555户,https://sh.lianjia.com/xiaoqu/5011000015791/
莲溪三村,"(浦东北蔡)北中路480弄,莲溪路399弄",50189,上海北蔡房地产发展有限公司,1995年建成 ,板楼,0.35至0.79元/平米/月,北房物业管理有限公司,56栋,672户,https://sh.lianjia.com/xiaoqu/5011000010049/
天池一村,"(浦东北蔡)北艾路73弄,北艾路155弄,北艾路227弄",55302,上海建工房产有限公司,1994年建成 ,板楼,0.6元/平米/月,上海吉松物业管理中心,69栋,1086户,https://sh.lianjia.com/xiaoqu/5011000011954/
宝华海尚郡领,(浦东北蔡)成山路2388弄,85501,上海香溢房地产有限公司,2014年建成 ,板楼,2.88元/平米/月,上海安荣物业管理服务有限公司,63栋,924户,https://sh.lianjia.com/xiaoqu/5011000004216/
祥东小区(松江),(松江车墩)车峰路199弄,20050,上海车兴房地产开发建设有限公司,2011年建成 ,板楼,0.5元/平米/月,上海车墩物业管理有限公司,192栋,1974户,https://sh.lianjia.com/xiaoqu/5011000001089/
景泰嘉苑,(浦东北蔡)莲安西路123弄,57041,暂无信息,2003年建成 ,板楼,0.8元/平米/月,暂无信息,18栋,195户,https://sh.lianjia.com/xiaoqu/5011000001171/
古北菊翔苑(菊联路233弄),(宝山顾村)菊联路233弄,44023,上海古北顾村置业有限公司,2008年建成 ,板楼,1.18元/平米/月,捷森物业,92栋,1508户,https://sh.lianjia.com/xiaoqu/5011102210359/
杨高南路2877弄,(浦东北蔡)杨高南路2877弄,50495,上海中天置业发展有限公司,1994年建成 ,板楼,1.25元/平米/月,上海锦明物业,9栋,132户,https://sh.lianjia.com/xiaoqu/5011000000821/
由由七村,"(浦东北蔡)严桥路108弄,严桥路150弄,严桥路240弄,高科西路1655弄",51969,上海由由房地产开发有限公司,1995年建成 ,板楼,0.5元/平米/月,上海由由物业管理有限公司,81栋,1284户,https://sh.lianjia.com/xiaoqu/5011000012138/
龙馨嘉园,(闸北永和)场中路3386弄,57588,上海乐岛房地产经营开发有限公司,2004年建成 ,板楼,0.65元/平米/月,华欣物业,44栋,797户,https://sh.lianjia.com/xiaoqu/5011000013305/
乾景雅园,(浦东北蔡)博华路26弄,100126,上海北蔡房地产发展有限公司,2016年建成 ,板楼,3.5元/平米/月,上海东莲物业管理有限公司,48栋,387户,https://sh.lianjia.com/xiaoqu/5011000018399/
绿川公寓,(浦东北蔡)博华路980弄,50274,绿城集团,1998年建成 ,板楼,0.35至1.5元/平米/月,上海绿地物业服务有限公司,27栋,324户,https://sh.lianjia.com/xiaoqu/5011000003443/
成山路2461号,(浦东北蔡)成山路2461号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020028379707342/
莲园路488-518号,"(浦东北蔡)莲园路518号, 莲园路488号, 莲园路498号, 莲园路508号",48353,北蔡房产开发商,1994年建成 ,板楼,0.35至0.5元/平米/月,自主物业,4栋,96户,https://sh.lianjia.com/xiaoqu/5012451203002965/
大华锦绣华城(十七街区)(公寓),(浦东北蔡)成山路1850弄,91420,上海锦绣华城房地产开发有限公司,2014年建成 ,板楼,4元/平米/月,上海浦华物业管理有限公司,3栋,86户,https://sh.lianjia.com/xiaoqu/5011000004976/
由由五村,"(浦东北蔡)严中路300弄,严中路388弄",52484,上海由由房地产开发有限公司,1994年建成 ,板楼,0.8元/平米/月,上海由由物业管理有限公司,70栋,957户,https://sh.lianjia.com/xiaoqu/5011000010832/
菁英尚都,(嘉定南翔)槎溪路650弄,35115,暂无信息,2013年建成 ,塔楼,暂无信息,暂无信息,2栋,705户,https://sh.lianjia.com/xiaoqu/5011000004536/
,,
紫叶花园东园,"(浦东北蔡)北中路10弄, 莲安西路108弄, 紫叶路251弄, 紫叶路191弄",61551,暂无信息,1998年建成 ,板楼,1.2元/平米/月,绿地物业,41栋,475户,https://sh.lianjia.com/xiaoqu/5011102207555/
湾流公寓(北蔡店),(浦东北蔡)五星路410弄72号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,228户,https://sh.lianjia.com/xiaoqu/5020027464898101/
大华锦绣华城(九街区),(浦东北蔡)北艾路1200弄1-72号,75354,大华锦绣华城房地产开发有限公司,2006年建成 ,板楼,0.99至1元/平米/月,浦华物业,68栋,1111户,https://sh.lianjia.com/xiaoqu/5011000012172/
玉兰小区,"(浦东北蔡)莲中路337弄,莲溪路550弄",49478,上海建工房产有限公司,1995年建成 ,板楼,0.5元/平米/月,上海东莲物业管理有限公司,89栋,1278户,https://sh.lianjia.com/xiaoqu/5011000005487/
莲溪路430弄,(浦东北蔡)莲溪路430弄,43632,暂无信息,1994年建成 ,板楼,0.45元/平米/月,上海中意物业管理有限公司,16栋,240户,https://sh.lianjia.com/xiaoqu/5011000018959/
高科西路2847弄,(浦东北蔡)高科西路2847弄,43167,上海华佳实业有限公司,1994年建成 ,板楼,0.6元/平米/月,上海三佳物业管理有限责任公司,8栋,88户,https://sh.lianjia.com/xiaoqu/5011000002671/
莲安东路326号,(浦东北蔡)莲安东路326号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,2户,https://sh.lianjia.com/xiaoqu/5012970492703342/
大华锦绣华城(十六街区)(别墅),(浦东北蔡)成山路1728弄,83620,暂无信息,2008年建成 ,板楼,2.2元/平米/月,新加坡怡安物业管理有限公司,68栋,68户,https://sh.lianjia.com/xiaoqu/5011000003484/
松乐苑,(松江松江老城)荣乐中路835弄,30293,松乐房地产开发有限公司,2003年建成 ,板楼,0.7元/平米/月,松乐物业,109栋,1189户,https://sh.lianjia.com/xiaoqu/5011000012073/
象屿上海年华,"(松江莘闵别墅)明华路1077弄, 陈春公路773号",40934,上海磐基房地产有限公司,2017年建成 ,塔楼/板楼,2.8元/平米/月,上海复瑞物业管理有限公司,74栋,1233户,https://sh.lianjia.com/xiaoqu/5011000019898/
大华锦绣华城(十六街区)(公寓),(浦东北蔡)成山路1728弄,80268,上海锦绣华城房地产开发有限公司,2008年建成 ,塔楼/板楼,0.98至2.2元/平米/月,浦华物业,52栋,1354户,https://sh.lianjia.com/xiaoqu/5011000014749/
友谊新村,(杨浦周家嘴路)友谊新村,54495,无开发商,1979年建成 ,板楼,0.5元/平米/月,延吉物业,118栋,869户,https://sh.lianjia.com/xiaoqu/5011000015671/
大华锦绣华城(一街区),"(浦东北蔡)华绣路255弄1-17号,华绣路179弄1-78号",74663,上海俱进建设实业有限公司,2008年建成 ,板楼,1至1.3元/平米/月,浦华物业,86栋,1625户,https://sh.lianjia.com/xiaoqu/5011000014204/
天池二村,"(浦东北蔡)莲园路8弄(北艾路155弄2支弄), 莲园路18弄(北艾路155弄1支弄)",56301,上海北蔡房地产发展有限公司,1994年建成 ,板楼,0.6元/平米/月,上海吉松物业管理中心,56栋,836户,https://sh.lianjia.com/xiaoqu/5011000011769/
苗桐佳苑(南区),(浦东北蔡)芳华路788弄,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,16栋,720户,https://sh.lianjia.com/xiaoqu/5020030567850687/
白杨小区,"(浦东北蔡)白杨路1155弄, 白杨路1065弄",52329,花木房产,1995年建成 ,板楼,0.43至0.65元/平米/月,上海陆家嘴物业管理有限公司,50栋,586户,https://sh.lianjia.com/xiaoqu/5011000009022/
世茂湖滨花园(公寓),(浦东碧云)明月路188弄,78389,上海世茂建设有限公司,2003年建成 ,板楼,4.2元/平米/月,上海绿城物业管理有限公司,14栋,750户,https://sh.lianjia.com/xiaoqu/5011000010580/
欣乐苑,"(青浦华新)凤丹路360弄, 凤坚塘路65弄",32174,暂无信息,2008年建成 ,板楼,0.5至1.27元/平米/月,无,111栋,2741户,https://sh.lianjia.com/xiaoqu/509821540057269/
莲中路191弄,(浦东北蔡)莲中路191弄,47843,嘉宝房产,1993年建成 ,板楼,0.8元/平米/月,上海莲溪物业管理有限公司,4栋,48户,https://sh.lianjia.com/xiaoqu/5011000019373/
芳华路713弄,(浦东北蔡)芳华路713弄,51578,上海花木开发有限公司,1995年建成 ,板楼,0.6元/平米/月,上海花木物业,24栋,360户,https://sh.lianjia.com/xiaoqu/5011000005820/
双阳路50弄,(杨浦周家嘴路)双阳路50弄,62317,上海浦东开发公司,1995年建成 ,塔楼,0.5元/平米/月,自主物业,3栋,576户,https://sh.lianjia.com/xiaoqu/5011000000836/
芳草路363弄,(浦东北蔡)芳草路363弄,,暂无信息,2000年建成 ,板楼,0.3元/平米/月,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5011000005328/
万春小区,"(静安曹家渡)万春街2、4、6号, 万春街162弄56支弄2-30号(双), 万春街162弄68-74号(双), 万春街63弄35支弄1-13号(单), 万春街63弄33支弄1-9号(单)",108263,上海鸿力房产,1982年建成 ,板楼,1元/平米/月,锦润物业,28栋,547户,https://sh.lianjia.com/xiaoqu/5011000003634/
淞南六村,(宝山淞南)宝山区长逸路584弄,40513,上海宝钢房地产经营开发公司,1994年建成 ,板楼,0.8元/平米/月,上海宝钢源康物业管理有限公司,99栋,1492户,https://sh.lianjia.com/xiaoqu/5011000012131/
长青坊,(徐汇康健)桂林西街30弄,72747,上海美澳投资咨询有限公司,1986年建成 ,板楼/塔板结合,0.8元/平米/月,申大物业,40栋,634户,https://sh.lianjia.com/xiaoqu/5011000014023/
莲溪路107号,(浦东北蔡)莲溪路107号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492703403/
浦东星河湾,(浦东北蔡)锦绣路2580弄,91286,上海浦东星河湾房地产开发有限公司,2010年建成 ,板楼,4.9元/平米/月,广州星河湾物业管理服务有限公司上海分公司,33栋,1030户,https://sh.lianjia.com/xiaoqu/5011000012349/
高科西路1656号,(浦东北蔡)高科西路1656号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492702949/
大华锦绣华城(十七街区)(别墅),(浦东北蔡)成山路1850弄,74478,上海锦绣华城房地产开发有限公司,2014年建成 ,板楼,3.6元/平米/月,上海浦华物业管理有限公司,62栋,62户,https://sh.lianjia.com/xiaoqu/5011000004958/
莲安东路80弄,(浦东北蔡)莲安东路80弄,47343,暂无信息,1994年建成 ,板楼,0.48元/平米/月,浦房物业服务中心有限公司,14栋,240户,https://sh.lianjia.com/xiaoqu/5011000019450/
华鹏路74号,(浦东北蔡)华鹏路74号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970569249286/
莲安西路65-117号,"(浦东北蔡)莲安西路117号, 莲安西路65号, 莲安西路73号, 莲安西路81号, 莲安西路95号, 莲安西路109号, 莲安西路101号",52930,暂无信息,1995年建成 ,板楼,0.6元/平米/月,上海绿地物业服务有限公司,7栋,84户,https://sh.lianjia.com/xiaoqu/5016389501104000/
密云路250弄,(虹口曲阳)密云路250弄,62753,宏阳,1987年建成 ,板楼,0.41元/平米/月,上海虹达物业管理有限公司,14栋,312户,https://sh.lianjia.com/xiaoqu/5011000001499/
芳草路238弄,(浦东北蔡)芳草路238弄,53816,花木房产,2001年建成 ,板楼,0.85至6元/平米/月,欣达物业,6栋,64户,https://sh.lianjia.com/xiaoqu/5011000001774/
莲东新村,(浦东北蔡)莲安东路243弄,49863,绿城集团,1996年建成 ,板楼,0.45元/平米/月,绿地物业,32栋,347户,https://sh.lianjia.com/xiaoqu/5011000003374/
杨莲路213号,(浦东北蔡)杨莲路213号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5020022917261458/
华安公寓(浦东),(浦东北蔡)高科西路2960弄,48046,威海华安投资有限公司,1998年建成 ,板楼,1元/平米/月,上海爱家物业管理有限公司,4栋,48户,https://sh.lianjia.com/xiaoqu/5011000003629/
双山小区,"(普陀甘泉宜川)双山路55弄,双山路101弄,双山路131弄,双山路161弄,新村路570弄",50643,西部集团,1991年建成 ,板楼,0.6至0.8元/平米/月,双山物业,78栋,1799户,https://sh.lianjia.com/xiaoqu/5011000013059/
锦苑,(青浦朱家角)张家圩路77弄,24831,暂无信息,2014年建成 ,板楼,暂无信息,暂无信息,51栋,362户,https://sh.lianjia.com/xiaoqu/5011102207117/
海东公寓,(浦东北蔡)莲园路100弄,52886,上海海东房地产有限公司,1996年建成 ,板楼,0.35元/平米/月,东缘物业有限公司,61栋,701户,https://sh.lianjia.com/xiaoqu/5011000013875/
爱家亚洲花园,"(浦东杨东)东绣路1085弄（一期）,东绣路1086弄（二期）",70016,上海爱家房地产有限公司,2004年建成 ,板楼,3.1元/平米/月,上海万科物业管理有限公司,32栋,1171户,https://sh.lianjia.com/xiaoqu/5011000016222/
莲安东路326-332号,(浦东北蔡)莲安东路326-332号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,3户,https://sh.lianjia.com/xiaoqu/5012970492703341/
高科西路2763弄,(浦东北蔡)高科西路2763弄（川北公路63弄）,51387,上海华佳实业有限公司,1994年建成 ,板楼,0.6元/平米/月,北蔡物业,16栋,274户,https://sh.lianjia.com/xiaoqu/5011000001909/
宏慧音悦湾创意园,(浦东北蔡)严桥路1号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,3栋,26户,https://sh.lianjia.com/xiaoqu/5011000000405/
莲安西路35弄,(浦东北蔡)莲安西路35弄,,暂无信息,1994年建成 ,板楼,暂无信息,暂无信息,3栋,36户,https://sh.lianjia.com/xiaoqu/5011102207502/
南新一村(下南路161弄),(浦东北蔡)下南路161弄,45025,上海市绿地集团置业有限公司,1992年建成 ,板楼,0.7元/平米/月,上海长银物业发展有限公司,38栋,456户,https://sh.lianjia.com/xiaoqu/5011000018707/
华绣路193号,(浦东北蔡)华绣路193号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970569249401/
高科西路1652号,(浦东北蔡)高科西路1652号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970492702947/
月厦新天地,(松江松江老城)松乐路128号,25026,上海越厦房地产开发有限公司,2005年建成 ,塔楼,2.05元/平米/月,上海松天物业管理公司,1栋,544户,https://sh.lianjia.com/xiaoqu/5011000009027/
芳芯苑,"(浦东北蔡)芳草路352弄, 芳芯路363弄",53285,上海裕华,1994年建成 ,板楼,0.35至0.75元/平米/月,上海航帆物业管理有限公司,43栋,540户,https://sh.lianjia.com/xiaoqu/5011000006650/
莲宏苑,"(浦东北蔡)北中路247弄,莲园路468弄",53813,上海虹桥高尔夫俱乐部有限公司,1992年建成 ,板楼,0.8元/平米/月,建工物业,33栋,360户,https://sh.lianjia.com/xiaoqu/5011000009609/
妙城公寓,"(浦东川沙)城南路550弄1-37号,妙境路623弄",39516,江苏南通三建集团有限公司,2000年建成 ,板楼,1.5元/平米/月,自主物业,51栋,558户,https://sh.lianjia.com/xiaoqu/5011000013222/
北艾路897号,(浦东北蔡)北艾路897号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,2户,https://sh.lianjia.com/xiaoqu/5012970584453790/
杨泰三村,"(宝山杨行)杨泰路345弄, 杨泰三村",32067,杨行镇开发有限公司,1994年建成 ,板楼,0.6元/平米/月,上海万科物业管理有限公司,144栋,1880户,https://sh.lianjia.com/xiaoqu/5011000009085/
欣顺小区,(浦东北蔡)下南路309弄1-22号,45228,暂无信息,1995年建成 ,板楼,0.5元/平米/月,上海绿地物业服务有限公司,22栋,396户,https://sh.lianjia.com/xiaoqu/5011906988126279/
芳华路580弄,(浦东北蔡)芳华路580弄,54838,上海花木开发有限公司,1994年建成 ,板楼,0.5元/平米/月,上海浦东新区花木物业公司,33栋,388户,https://sh.lianjia.com/xiaoqu/5011000008733/
北艾路1588号,(浦东北蔡)北艾路1588号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970584453769/
华绣路199号,(浦东北蔡)华绣路199号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970569249404/
锦尊路223号,(浦东北蔡)锦尊路223号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,1户,https://sh.lianjia.com/xiaoqu/5012970751701933/
和平小区(浦东),(浦东北蔡)沪南路577弄,50263,上海和平实业有限公司,1994年建成 ,板楼,0.3元/平米/月,浦房集团物业管理有限公司,12栋,173户,https://sh.lianjia.com/xiaoqu/5011000000283/
北艾路1781号,(浦东北蔡)北艾路1781号,,暂无信息,暂无信息 ,未知类型,暂无信息,暂无信息,1栋,2户,https://sh.lianjia.com/xiaoqu/5012970584453777/
